,DETAIL,magnitude,parameter
4069,RE07,1.00,FACE VALUE (Rs)
4070,RI03,"3,956.47",MARKET CAP (Rs Cr)
4071,RI03,27.95,P/E
4072,RI03,60.62,BOOK VALUE (Rs)
4073,RI03,250.00%,DIV (%)
4074,RI03,1,Market Lot
4075,RI03,39.10,INDUSTRY P/E
4076,RI03,7.28,EPS (TTM)
4077,RI03,21.74,P/C
4078,RI03,3.36,PRICE/BOOK
4079,RI03,1.23%,DIV YIELD.(%)
4080,RI03,1.00,FACE VALUE (Rs)
4081,MC,"17,533.90",MARKET CAP (Rs Cr)
4082,MC,31.56,P/E
4083,MC,155.92,BOOK VALUE (Rs)
4084,MC,300.00%,DIV (%)
4085,MC,1,Market Lot
4086,MC,36.29,INDUSTRY P/E
4087,MC,23.15,EPS (TTM)
4088,MC,20.68,P/C
4089,MC,4.69,PRICE/BOOK
4090,MC,0.41%,DIV YIELD.(%)
4091,MC,1.00,FACE VALUE (Rs)
4092,RCF01,"4,303.17",MARKET CAP (Rs Cr)
4093,RCF01,54.55,P/E
4094,RCF01,54.45,BOOK VALUE (Rs)
4095,RCF01,11.00%,DIV (%)
4096,RCF01,1,Market Lot
4097,RCF01,14.80,INDUSTRY P/E
4098,RCF01,1.43,EPS (TTM)
4099,RCF01,19.95,P/C
4100,RCF01,1.43,PRICE/BOOK
4101,RCF01,1.41%,DIV YIELD.(%)
4102,RCF01,10.00,FACE VALUE (Rs)
4103,RMT,"4,759.48",MARKET CAP (Rs Cr)
4104,RMT,31.36,P/E
4105,RMT,286.49,BOOK VALUE (Rs)
4106,RMT,275.00%,DIV (%)
4107,RMT,1,Market Lot
4108,RMT,19.46,INDUSTRY P/E
4109,RMT,32.48,EPS (TTM)
4110,RMT,22.41,P/C
4111,RMT,3.56,PRICE/BOOK
4112,RMT,0.54%,DIV YIELD.(%)
4113,RMT,2.00,FACE VALUE (Rs)
4114,IP09,"1,187.08",MARKET CAP (Rs Cr)
4115,IP09,-,P/E
4116,IP09,15.37,BOOK VALUE (Rs)
4117,IP09,0.00%,DIV (%)
4118,IP09,1,Market Lot
4119,IP09,11.73,INDUSTRY P/E
4120,IP09,-,EPS (TTM)
4121,IP09,-,P/C
4122,IP09,0.26,PRICE/BOOK
4123,IP09,-%,DIV YIELD.(%)
4124,IP09,10.00,FACE VALUE (Rs)
4125,R,"6,047.24",MARKET CAP (Rs Cr)
4126,R,61.65,P/E
4127,R,214.57,BOOK VALUE (Rs)
4128,R,30.00%,DIV (%)
4129,R,1,Market Lot
4130,R,60.57,INDUSTRY P/E
4131,R,15.98,EPS (TTM)
4132,R,31.21,P/C
4133,R,4.59,PRICE/BOOK
4134,R,0.30%,DIV YIELD.(%)
4135,R,10.00,FACE VALUE (Rs)
4136,RB03,"23,543.05",MARKET CAP (Rs Cr)
4137,RB03,37.07,P/E
4138,RB03,158.94,BOOK VALUE (Rs)
4139,RB03,18.00%,DIV (%)
4140,RB03,1,Market Lot
4141,RB03,32.64,INDUSTRY P/E
4142,RB03,15.10,EPS (TTM)
4143,RB03,37.07,P/C
4144,RB03,3.52,PRICE/BOOK
4145,RB03,0.32%,DIV YIELD.(%)
4146,RB03,10.00,FACE VALUE (Rs)
4147,REC02,"22,425.19",MARKET CAP (Rs Cr)
4148,REC02,4.83,P/E
4149,REC02,192.27,BOOK VALUE (Rs)
4150,REC02,96.50%,DIV (%)
4151,REC02,1,Market Lot
4152,REC02,5.80,INDUSTRY P/E
4153,REC02,23.53,EPS (TTM)
4154,REC02,4.82,P/C
4155,REC02,0.59,PRICE/BOOK
4156,REC02,8.50%,DIV YIELD.(%)
4157,REC02,10.00,FACE VALUE (Rs)
4158,RI37,"5,016.16",MARKET CAP (Rs Cr)
4159,RI37,27.25,P/E
4160,RI37,43.24,BOOK VALUE (Rs)
4161,RI37,215.00%,DIV (%)
4162,RI37,1,Market Lot
4163,RI37,29.54,INDUSTRY P/E
4164,RI37,4.60,EPS (TTM)
4165,RI37,25.37,P/C
4166,RI37,2.90,PRICE/BOOK
4167,RI37,3.43%,DIV YIELD.(%)
4168,RI37,2.00,FACE VALUE (Rs)
4169,RC,"10,624.97",MARKET CAP (Rs Cr)
4170,RC,12.74,P/E
4171,RC,574.93,BOOK VALUE (Rs)
4172,RC,105.00%,DIV (%)
4173,RC,1,Market Lot
4174,RC,36.62,INDUSTRY P/E
4175,RC,33.00,EPS (TTM)
4176,RC,12.43,P/C
4177,RC,0.73,PRICE/BOOK
4178,RC,2.50%,DIV YIELD.(%)
4179,RC,10.00,FACE VALUE (Rs)
4180,RF07,"8,298.38",MARKET CAP (Rs Cr)
4181,RF07,51.53,P/E
4182,RF07,63.64,BOOK VALUE (Rs)
4183,RF07,100.00%,DIV (%)
4184,RF07,1,Market Lot
4185,RF07,40.15,INDUSTRY P/E
4186,RF07,13.38,EPS (TTM)
4187,RF07,38.52,P/C
4188,RF07,10.83,PRICE/BOOK
4189,RF07,0.15%,DIV YIELD.(%)
4190,RF07,1.00,FACE VALUE (Rs)
4191,RI,"642,363.07",MARKET CAP (Rs Cr)
4192,RI,19.11,P/E
4193,RI,496.59,BOOK VALUE (Rs)
4194,RI,60.00%,DIV (%)
4195,RI,1,Market Lot
4196,RI,22.07,INDUSTRY P/E
4197,RI,53.05,EPS (TTM)
4198,RI,14.87,P/C
4199,RI,2.04,PRICE/BOOK
4200,RI,0.59%,DIV YIELD.(%)
4201,RI,10.00,FACE VALUE (Rs)
4202,RC13,"4,272.75",MARKET CAP (Rs Cr)
4203,RC13,-,P/E
4204,RC13,51.90,BOOK VALUE (Rs)
4205,RC13,0.00%,DIV (%)
4206,RC13,1,Market Lot
4207,RC13,341.93,INDUSTRY P/E
4208,RC13,-,EPS (TTM)
4209,RC13,-,P/C
4210,RC13,0.30,PRICE/BOOK
4211,RC13,-%,DIV YIELD.(%)
4212,RC13,5.00,FACE VALUE (Rs)
4213,RI38,"11,334.87",MARKET CAP (Rs Cr)
4214,RI38,6.81,P/E
4215,RI38,861.61,BOOK VALUE (Rs)
4216,RI38,90.00%,DIV (%)
4217,RI38,1,Market Lot
4218,RI38,11.73,INDUSTRY P/E
4219,RI38,63.29,EPS (TTM)
4220,RI38,4.44,P/C
4221,RI38,0.50,PRICE/BOOK
4222,RI38,2.09%,DIV YIELD.(%)
4223,RI38,10.00,FACE VALUE (Rs)
4224,PS04,"1,028.94",MARKET CAP (Rs Cr)
4225,PS04,-,P/E
4226,PS04,2.93,BOOK VALUE (Rs)
4227,PS04,0.00%,DIV (%)
4228,PS04,1,Market Lot
4229,PS04,20.06,INDUSTRY P/E
4230,PS04,-,EPS (TTM)
4231,PS04,-,P/C
4232,PS04,4.76,PRICE/BOOK
4233,PS04,-%,DIV YIELD.(%)
4234,PS04,10.00,FACE VALUE (Rs)
4235,RP,"9,705.74",MARKET CAP (Rs Cr)
4236,RP,"3,460.00",P/E
4237,RP,59.91,BOOK VALUE (Rs)
4238,RP,0.00%,DIV (%)
4239,RP,1,Market Lot
4240,RP,11.73,INDUSTRY P/E
4241,RP,0.01,EPS (TTM)
4242,RP,576.67,P/C
4243,RP,0.58,PRICE/BOOK
4244,RP,-%,DIV YIELD.(%)
4245,RP,10.00,FACE VALUE (Rs)
4246,RE09,934.18,MARKET CAP (Rs Cr)
4247,RE09,-,P/E
4248,RE09,96.05,BOOK VALUE (Rs)
4249,RE09,0.00%,DIV (%)
4250,RE09,1,Market Lot
4251,RE09,36.62,INDUSTRY P/E
4252,RE09,-,EPS (TTM)
4253,RE09,-,P/C
4254,RE09,0.53,PRICE/BOOK
4255,RE09,-%,DIV YIELD.(%)
4256,RE09,10.00,FACE VALUE (Rs)
4257,RHF,"3,502.19",MARKET CAP (Rs Cr)
4258,RHF,16.99,P/E
4259,RHF,214.73,BOOK VALUE (Rs)
4260,RHF,20.00%,DIV (%)
4261,RHF,1,Market Lot
4262,RHF,23.49,INDUSTRY P/E
4263,RHF,32.95,EPS (TTM)
4264,RHF,16.74,P/C
4265,RHF,2.61,PRICE/BOOK
4266,RHF,0.36%,DIV YIELD.(%)
4267,RHF,10.00,FACE VALUE (Rs)
4268,RI15,674.17,MARKET CAP (Rs Cr)
4269,RI15,4.39,P/E
4270,RI15,236.15,BOOK VALUE (Rs)
4271,RI15,0.00%,DIV (%)
4272,RI15,1,Market Lot
4273,RI15,21.82,INDUSTRY P/E
4274,RI15,9.29,EPS (TTM)
4275,RI15,2.66,P/C
4276,RI15,0.17,PRICE/BOOK
4277,RI15,-%,DIV YIELD.(%)
4278,RI15,10.00,FACE VALUE (Rs)
4279,KC17,"3,350.86",MARKET CAP (Rs Cr)
4280,KC17,48.57,P/E
4281,KC17,47.56,BOOK VALUE (Rs)
4282,KC17,0.00%,DIV (%)
4283,KC17,1,Market Lot
4284,KC17,25.97,INDUSTRY P/E
4285,KC17,4.77,EPS (TTM)
4286,KC17,42.13,P/C
4287,KC17,4.87,PRICE/BOOK
4288,KC17,-%,DIV YIELD.(%)
4289,KC17,10.00,FACE VALUE (Rs)
4290,SE19,"5,419.06",MARKET CAP (Rs Cr)
4291,SE19,24.56,P/E
4292,SE19,109.67,BOOK VALUE (Rs)
4293,SE19,75.00%,DIV (%)
4294,SE19,1,Market Lot
4295,SE19,30.60,INDUSTRY P/E
4296,SE19,12.86,EPS (TTM)
4297,SE19,17.01,P/C
4298,SE19,2.88,PRICE/BOOK
4299,SE19,0.24%,DIV YIELD.(%)
4300,SE19,1.00,FACE VALUE (Rs)
4301,SAI,"35,336.64",MARKET CAP (Rs Cr)
4302,SAI,-,P/E
4303,SAI,86.01,BOOK VALUE (Rs)
4304,SAI,0.00%,DIV (%)
4305,SAI,1,Market Lot
4306,SAI,16.94,INDUSTRY P/E
4307,SAI,-,EPS (TTM)
4308,SAI,13.69,P/C
4309,SAI,0.99,PRICE/BOOK
4310,SAI,-%,DIV YIELD.(%)
4311,SAI,10.00,FACE VALUE (Rs)
4312,AP26,"11,849.26",MARKET CAP (Rs Cr)
4313,AP26,34.00,P/E
4314,AP26,868.77,BOOK VALUE (Rs)
4315,AP26,710.00%,DIV (%)
4316,AP26,1,Market Lot
4317,AP26,29.05,INDUSTRY P/E
4318,AP26,151.32,EPS (TTM)
4319,AP26,26.29,P/C
4320,AP26,5.92,PRICE/BOOK
4321,AP26,1.38%,DIV YIELD.(%)
4322,AP26,10.00,FACE VALUE (Rs)
4323,SBI,"247,701.93",MARKET CAP (Rs Cr)
4324,SBI,-,P/E
4325,SBI,217.69,BOOK VALUE (Rs)
4326,SBI,0.00%,DIV (%)
4327,SBI,1,Market Lot
4328,SBI,12.43,INDUSTRY P/E
4329,SBI,-,EPS (TTM)
4330,SBI,-,P/C
4331,SBI,1.27,PRICE/BOOK
4332,SBI,-%,DIV YIELD.(%)
4333,SBI,1.00,FACE VALUE (Rs)
4334,FAG,"8,985.04",MARKET CAP (Rs Cr)
4335,FAG,36.44,P/E
4336,FAG,1020.21,BOOK VALUE (Rs)
4337,FAG,170.00%,DIV (%)
4338,FAG,1,Market Lot
4339,FAG,34.51,INDUSTRY P/E
4340,FAG,148.38,EPS (TTM)
4341,FAG,28.28,P/C
4342,FAG,5.30,PRICE/BOOK
4343,FAG,0.31%,DIV YIELD.(%)
4344,FAG,10.00,FACE VALUE (Rs)
4345,SEI04,"2,332.46",MARKET CAP (Rs Cr)
4346,SEI04,-,P/E
4347,SEI04,-6.59,BOOK VALUE (Rs)
4348,SEI04,0.00%,DIV (%)
4349,SEI04,1,Market Lot
4350,SEI04,47.97,INDUSTRY P/E
4351,SEI04,-,EPS (TTM)
4352,SEI04,-,P/C
4353,SEI04,-,PRICE/BOOK
4354,SEI04,-%,DIV YIELD.(%)
4355,SEI04,2.00,FACE VALUE (Rs)
4356,PID01,"1,562.35",MARKET CAP (Rs Cr)
4357,PID01,3.86,P/E
4358,PID01,68.26,BOOK VALUE (Rs)
4359,PID01,0.00%,DIV (%)
4360,PID01,1,Market Lot
4361,PID01,29.05,INDUSTRY P/E
4362,PID01,16.60,EPS (TTM)
4363,PID01,3.83,P/C
4364,PID01,0.94,PRICE/BOOK
4365,PID01,-%,DIV YIELD.(%)
4366,PID01,2.00,FACE VALUE (Rs)
4367,SC04,"3,561.00",MARKET CAP (Rs Cr)
4368,SC04,18.42,P/E
4369,SC04,120.06,BOOK VALUE (Rs)
4370,SC04,40.00%,DIV (%)
4371,SC04,1,Market Lot
4372,SC04,39.10,INDUSTRY P/E
4373,SC04,21.43,EPS (TTM)
4374,SC04,13.53,P/C
4375,SC04,3.29,PRICE/BOOK
4376,SC04,1.01%,DIV YIELD.(%)
4377,SC04,10.00,FACE VALUE (Rs)
4378,SF14,"7,390.60",MARKET CAP (Rs Cr)
4379,SF14,58.70,P/E
4380,SF14,112.12,BOOK VALUE (Rs)
4381,SF14,0.00%,DIV (%)
4382,SF14,1,Market Lot
4383,SF14,26.73,INDUSTRY P/E
4384,SF14,25.81,EPS (TTM)
4385,SF14,48.08,P/C
4386,SF14,13.51,PRICE/BOOK
4387,SF14,-%,DIV YIELD.(%)
4388,SF14,5.00,FACE VALUE (Rs)
4389,SM19,"3,259.04",MARKET CAP (Rs Cr)
4390,SM19,24.14,P/E
4391,SM19,133.62,BOOK VALUE (Rs)
4392,SM19,60.00%,DIV (%)
4393,SM19,1,Market Lot
4394,SM19,29.05,INDUSTRY P/E
4395,SM19,16.56,EPS (TTM)
4396,SM19,19.42,P/C
4397,SM19,2.99,PRICE/BOOK
4398,SM19,0.15%,DIV YIELD.(%)
4399,SM19,1.00,FACE VALUE (Rs)
4400,SCI,"3,067.29",MARKET CAP (Rs Cr)
4401,SCI,12.08,P/E
4402,SCI,152.88,BOOK VALUE (Rs)
4403,SCI,0.00%,DIV (%)
4404,SCI,1,Market Lot
4405,SCI,18.22,INDUSTRY P/E
4406,SCI,5.45,EPS (TTM)
4407,SCI,3.55,P/C
4408,SCI,0.43,PRICE/BOOK
4409,SCI,-%,DIV YIELD.(%)
4410,SCI,10.00,FACE VALUE (Rs)
4411,SS51,"4,957.35",MARKET CAP (Rs Cr)
4412,SS51,426.82,P/E
4413,SS51,88.03,BOOK VALUE (Rs)
4414,SS51,15.00%,DIV (%)
4415,SS51,1,Market Lot
4416,SS51,151.28,INDUSTRY P/E
4417,SS51,1.32,EPS (TTM)
4418,SS51,40.13,P/C
4419,SS51,6.40,PRICE/BOOK
4420,SS51,0.13%,DIV YIELD.(%)
4421,SS51,5.00,FACE VALUE (Rs)
4422,SC12,"56,329.88",MARKET CAP (Rs Cr)
4423,SC12,40.70,P/E
4424,SC12,2607.07,BOOK VALUE (Rs)
4425,SC12,1400.00%,DIV (%)
4426,SC12,1,Market Lot
4427,SC12,36.29,INDUSTRY P/E
4428,SC12,397.33,EPS (TTM)
4429,SC12,24.67,P/C
4430,SC12,6.20,PRICE/BOOK
4431,SC12,0.87%,DIV YIELD.(%)
4432,SC12,10.00,FACE VALUE (Rs)
4433,SRS03,"3,066.91",MARKET CAP (Rs Cr)
4434,SRS03,-,P/E
4435,SRS03,0.74,BOOK VALUE (Rs)
4436,SRS03,0.00%,DIV (%)
4437,SRS03,1,Market Lot
4438,SRS03,10.33,INDUSTRY P/E
4439,SRS03,-,EPS (TTM)
4440,SRS03,-,P/C
4441,SRS03,21.62,PRICE/BOOK
4442,SRS03,-%,DIV YIELD.(%)
4443,SRS03,1.00,FACE VALUE (Rs)
4444,SCU,"15,244.60",MARKET CAP (Rs Cr)
4445,SCU,22.93,P/E
4446,SCU,762.27,BOOK VALUE (Rs)
4447,SCU,150.00%,DIV (%)
4448,SCU,1,Market Lot
4449,SCU,36.62,INDUSTRY P/E
4450,SCU,100.77,EPS (TTM)
4451,SCU,21.84,P/C
4452,SCU,3.03,PRICE/BOOK
4453,SCU,0.65%,DIV YIELD.(%)
4454,SCU,10.00,FACE VALUE (Rs)
4455,STF,"33,215.63",MARKET CAP (Rs Cr)
4456,STF,21.18,P/E
4457,STF,567.26,BOOK VALUE (Rs)
4458,STF,100.00%,DIV (%)
4459,STF,1,Market Lot
4460,STF,36.62,INDUSTRY P/E
4461,STF,69.11,EPS (TTM)
4462,STF,20.71,P/C
4463,STF,2.58,PRICE/BOOK
4464,STF,0.68%,DIV YIELD.(%)
4465,STF,10.00,FACE VALUE (Rs)
4466,S,"35,526.56",MARKET CAP (Rs Cr)
4467,S,29.68,P/E
4468,S,216.35,BOOK VALUE (Rs)
4469,S,350.00%,DIV (%)
4470,S,1,Market Lot
4471,S,37.67,INDUSTRY P/E
4472,S,33.61,EPS (TTM)
4473,S,25.49,P/C
4474,S,4.61,PRICE/BOOK
4475,S,0.70%,DIV YIELD.(%)
4476,S,2.00,FACE VALUE (Rs)
4477,WWI,"1,349.94",MARKET CAP (Rs Cr)
4478,WWI,-,P/E
4479,WWI,3.67,BOOK VALUE (Rs)
4480,WWI,0.00%,DIV (%)
4481,WWI,1,Market Lot
4482,WWI,35.36,INDUSTRY P/E
4483,WWI,-,EPS (TTM)
4484,WWI,-,P/C
4485,WWI,4.22,PRICE/BOOK
4486,WWI,-%,DIV YIELD.(%)
4487,WWI,1.00,FACE VALUE (Rs)
4488,S11,"11,848.33",MARKET CAP (Rs Cr)
4489,S11,9.66,P/E
4490,S11,31.81,BOOK VALUE (Rs)
4491,S11,27.50%,DIV (%)
4492,S11,1,Market Lot
4493,S11,11.73,INDUSTRY P/E
4494,S11,3.12,EPS (TTM)
4495,S11,7.46,P/C
4496,S11,0.95,PRICE/BOOK
4497,S11,9.12%,DIV YIELD.(%)
4498,S11,10.00,FACE VALUE (Rs)
4499,SKF01,"9,155.61",MARKET CAP (Rs Cr)
4500,SKF01,30.93,P/E
4501,SKF01,410.17,BOOK VALUE (Rs)
4502,SKF01,150.00%,DIV (%)
4503,SKF01,1,Market Lot
4504,SKF01,34.51,INDUSTRY P/E
4505,SKF01,57.65,EPS (TTM)
4506,SKF01,26.79,P/C
4507,SKF01,4.35,PRICE/BOOK
4508,SKF01,0.84%,DIV YIELD.(%)
4509,SKF01,10.00,FACE VALUE (Rs)
4510,SM,"1,143.69",MARKET CAP (Rs Cr)
4511,SM,134.63,P/E
4512,SM,284.01,BOOK VALUE (Rs)
4513,SM,0.00%,DIV (%)
4514,SM,1,Market Lot
4515,SM,37.26,INDUSTRY P/E
4516,SM,5.87,EPS (TTM)
4517,SM,30.99,P/C
4518,SM,2.78,PRICE/BOOK
4519,SM,-%,DIV YIELD.(%)
4520,SM,10.00,FACE VALUE (Rs)
4521,SD6,"4,675.90",MARKET CAP (Rs Cr)
4522,SD6,24.12,P/E
4523,SD6,285.41,BOOK VALUE (Rs)
4524,SD6,20.00%,DIV (%)
4525,SD6,1,Market Lot
4526,SD6,30.60,INDUSTRY P/E
4527,SD6,20.44,EPS (TTM)
4528,SD6,19.14,P/C
4529,SD6,1.73,PRICE/BOOK
4530,SD6,0.41%,DIV YIELD.(%)
4531,SD6,10.00,FACE VALUE (Rs)
4532,SII04,"10,776.01",MARKET CAP (Rs Cr)
4533,SII04,80.25,P/E
4534,SII04,87.62,BOOK VALUE (Rs)
4535,SII04,250.00%,DIV (%)
4536,SII04,1,Market Lot
4537,SII04,73.28,INDUSTRY P/E
4538,SII04,14.84,EPS (TTM)
4539,SII04,67.20,P/C
4540,SII04,13.59,PRICE/BOOK
4541,SII04,0.42%,DIV YIELD.(%)
4542,SII04,2.00,FACE VALUE (Rs)
4543,SC49,"2,328.75",MARKET CAP (Rs Cr)
4544,SC49,35.77,P/E
4545,SC49,134.72,BOOK VALUE (Rs)
4546,SC49,135.00%,DIV (%)
4547,SC49,1,Market Lot
4548,SC49,25.51,INDUSTRY P/E
4549,SC49,15.36,EPS (TTM)
4550,SC49,25.28,P/C
4551,SC49,4.08,PRICE/BOOK
4552,SC49,0.49%,DIV YIELD.(%)
4553,SC49,2.00,FACE VALUE (Rs)
4554,SS42,"3,394.02",MARKET CAP (Rs Cr)
4555,SS42,22.43,P/E
4556,SS42,57.76,BOOK VALUE (Rs)
4557,SS42,900.00%,DIV (%)
4558,SS42,1,Market Lot
4559,SS42,21.82,INDUSTRY P/E
4560,SS42,14.39,EPS (TTM)
4561,SS42,21.72,P/C
4562,SS42,5.59,PRICE/BOOK
4563,SS42,2.79%,DIV YIELD.(%)
4564,SS42,1.00,FACE VALUE (Rs)
4565,SIB,"4,369.94",MARKET CAP (Rs Cr)
4566,SIB,13.05,P/E
4567,SIB,25.43,BOOK VALUE (Rs)
4568,SIB,40.00%,DIV (%)
4569,SIB,1,Market Lot
4570,SIB,32.64,INDUSTRY P/E
4571,SIB,1.85,EPS (TTM)
4572,SIB,13.05,P/C
4573,SIB,0.95,PRICE/BOOK
4574,SIB,1.66%,DIV YIELD.(%)
4575,SIB,1.00,FACE VALUE (Rs)
4576,SJ01,"6,674.88",MARKET CAP (Rs Cr)
4577,SJ01,11.78,P/E
4578,SJ01,-0.71,BOOK VALUE (Rs)
4579,SJ01,0.00%,DIV (%)
4580,SJ01,1,Market Lot
4581,SJ01,19.25,INDUSTRY P/E
4582,SJ01,9.45,EPS (TTM)
4583,SJ01,8.37,P/C
4584,SJ01,-,PRICE/BOOK
4585,SJ01,-%,DIV YIELD.(%)
4586,SJ01,10.00,FACE VALUE (Rs)
4587,SRE02,"3,732.90",MARKET CAP (Rs Cr)
4588,SRE02,30.29,P/E
4589,SRE02,59.40,BOOK VALUE (Rs)
4590,SRE02,5.00%,DIV (%)
4591,SRE02,1,Market Lot
4592,SRE02,36.62,INDUSTRY P/E
4593,SRE02,2.45,EPS (TTM)
4594,SRE02,21.14,P/C
4595,SRE02,1.25,PRICE/BOOK
4596,SRE02,0.67%,DIV YIELD.(%)
4597,SRE02,10.00,FACE VALUE (Rs)
4598,SRF,"10,918.22",MARKET CAP (Rs Cr)
4599,SRF,26.91,P/E
4600,SRF,618.16,BOOK VALUE (Rs)
4601,SRF,120.00%,DIV (%)
4602,SRF,1,Market Lot
4603,SRF,26.61,INDUSTRY P/E
4604,SRF,70.65,EPS (TTM)
4605,SRF,15.97,P/C
4606,SRF,3.08,PRICE/BOOK
4607,SRF,0.63%,DIV YIELD.(%)
4608,SRF,10.00,FACE VALUE (Rs)
4609,ST20,"11,929.96",MARKET CAP (Rs Cr)
4610,ST20,46.48,P/E
4611,ST20,26.68,BOOK VALUE (Rs)
4612,ST20,100.00%,DIV (%)
4613,ST20,1,Market Lot
4614,ST20,31.64,INDUSTRY P/E
4615,ST20,6.40,EPS (TTM)
4616,ST20,27.96,P/C
4617,ST20,11.15,PRICE/BOOK
4618,ST20,0.67%,DIV YIELD.(%)
4619,ST20,2.00,FACE VALUE (Rs)
4620,SA10,"3,508.97",MARKET CAP (Rs Cr)
4621,SA10,3.96,P/E
4622,SA10,360.99,BOOK VALUE (Rs)
4623,SA10,45.00%,DIV (%)
4624,SA10,1,Market Lot
4625,SA10,29.05,INDUSTRY P/E
4626,SA10,98.97,EPS (TTM)
4627,SA10,3.64,P/C
4628,SA10,1.09,PRICE/BOOK
4629,SA10,1.15%,DIV YIELD.(%)
4630,SA10,10.00,FACE VALUE (Rs)
4631,SCI08,"3,143.96",MARKET CAP (Rs Cr)
4632,SCI08,35.70,P/E
4633,SCI08,69.84,BOOK VALUE (Rs)
4634,SCI08,175.00%,DIV (%)
4635,SCI08,1,Market Lot
4636,SCI08,22.45,INDUSTRY P/E
4637,SCI08,12.72,EPS (TTM)
4638,SCI08,21.50,P/C
4639,SCI08,6.50,PRICE/BOOK
4640,SCI08,0.77%,DIV YIELD.(%)
4641,SCI08,2.00,FACE VALUE (Rs)
4642,SPI,"137,013.43",MARKET CAP (Rs Cr)
4643,SPI,-,P/E
4644,SPI,84.93,BOOK VALUE (Rs)
4645,SPI,350.00%,DIV (%)
4646,SPI,1,Market Lot
4647,SPI,29.05,INDUSTRY P/E
4648,SPI,-,EPS (TTM)
4649,SPI,-,P/C
4650,SPI,6.72,PRICE/BOOK
4651,SPI,0.61%,DIV YIELD.(%)
4652,SPI,1.00,FACE VALUE (Rs)
4653,SPA,"10,446.48",MARKET CAP (Rs Cr)
4654,SPA,-,P/E
4655,SPA,-1.47,BOOK VALUE (Rs)
4656,SPA,0.00%,DIV (%)
4657,SPA,1,Market Lot
4658,SPA,39.36,INDUSTRY P/E
4659,SPA,-,EPS (TTM)
4660,SPA,-,P/C
4661,SPA,-,PRICE/BOOK
4662,SPA,-%,DIV YIELD.(%)
4663,SPA,1.00,FACE VALUE (Rs)
4664,STN01,"35,804.56",MARKET CAP (Rs Cr)
4665,STN01,32.75,P/E
4666,STN01,129.79,BOOK VALUE (Rs)
4667,STN01,200.00%,DIV (%)
4668,STN01,1,Market Lot
4669,STN01,35.36,INDUSTRY P/E
4670,STN01,27.74,EPS (TTM)
4671,STN01,23.36,P/C
4672,STN01,7.00,PRICE/BOOK
4673,STN01,1.10%,DIV YIELD.(%)
4674,STN01,5.00,FACE VALUE (Rs)
4675,SF23,"13,500.75",MARKET CAP (Rs Cr)
4676,SF23,36.74,P/E
4677,SF23,79.98,BOOK VALUE (Rs)
4678,SF23,450.00%,DIV (%)
4679,SF23,1,Market Lot
4680,SF23,35.63,INDUSTRY P/E
4681,SF23,17.49,EPS (TTM)
4682,SF23,28.99,P/C
4683,SF23,8.03,PRICE/BOOK
4684,SF23,0.70%,DIV YIELD.(%)
4685,SF23,1.00,FACE VALUE (Rs)
4686,SR05,"5,735.55",MARKET CAP (Rs Cr)
4687,SR05,46.39,P/E
4688,SR05,67.15,BOOK VALUE (Rs)
4689,SR05,150.00%,DIV (%)
4690,SR05,1,Market Lot
4691,SR05,30.60,INDUSTRY P/E
4692,SR05,8.45,EPS (TTM)
4693,SR05,46.06,P/C
4694,SR05,5.84,PRICE/BOOK
4695,SR05,0.38%,DIV YIELD.(%)
4696,SR05,1.00,FACE VALUE (Rs)
4697,SI48,"15,854.22",MARKET CAP (Rs Cr)
4698,SI48,38.71,P/E
4699,SI48,154.53,BOOK VALUE (Rs)
4700,SI48,750.00%,DIV (%)
4701,SI48,1,Market Lot
4702,SI48,37.42,INDUSTRY P/E
4703,SI48,32.24,EPS (TTM)
4704,SI48,27.49,P/C
4705,SI48,8.08,PRICE/BOOK
4706,SI48,1.20%,DIV YIELD.(%)
4707,SI48,2.00,FACE VALUE (Rs)
4708,SLS01,"3,035.69",MARKET CAP (Rs Cr)
4709,SLS01,19.16,P/E
4710,SLS01,69.92,BOOK VALUE (Rs)
4711,SLS01,100.00%,DIV (%)
4712,SLS01,1,Market Lot
4713,SLS01,29.05,INDUSTRY P/E
4714,SLS01,12.45,EPS (TTM)
4715,SLS01,16.89,P/C
4716,SLS01,3.41,PRICE/BOOK
4717,SLS01,0.42%,DIV YIELD.(%)
4718,SLS01,1.00,FACE VALUE (Rs)
4719,SE17,"4,239.86",MARKET CAP (Rs Cr)
4720,SE17,-,P/E
4721,SE17,-0.14,BOOK VALUE (Rs)
4722,SE17,0.00%,DIV (%)
4723,SE17,1,Market Lot
4724,SE17,23.24,INDUSTRY P/E
4725,SE17,-,EPS (TTM)
4726,SE17,-,P/C
4727,SE17,-,PRICE/BOOK
4728,SE17,-%,DIV YIELD.(%)
4729,SE17,2.00,FACE VALUE (Rs)
4730,SM09,"4,049.78",MARKET CAP (Rs Cr)
4731,SM09,55.64,P/E
4732,SM09,21.05,BOOK VALUE (Rs)
4733,SM09,7.50%,DIV (%)
4734,SM09,1,Market Lot
4735,SM09,21.70,INDUSTRY P/E
4736,SM09,2.98,EPS (TTM)
4737,SM09,51.81,P/C
4738,SM09,7.88,PRICE/BOOK
4739,SM09,0.05%,DIV YIELD.(%)
4740,SM09,1.00,FACE VALUE (Rs)
4741,SCS04,"9,688.00",MARKET CAP (Rs Cr)
4742,SCS04,52.96,P/E
4743,SCS04,91.61,BOOK VALUE (Rs)
